STOCKNO,INVOICEDAT,BRANCHNO,Make,Model,SALETYPE,SALEPRICE,COSTPRICE,METALPROFIT,Mileage,Make_new,Model_new
9466,2021-12-16,4,ford,Ford Focus Variants,New Retail,19795.83,19201.96,593.87,0.0,ford,Ford Focus Variants
9467,2022-01-26,4,ford,Ford Focus Variants,Used PX Margin,17899.0,14302.12,2997.4,14468.0,ford,Ford Focus Variants
9468,2021-12-15,3,ford,Ford Puma Variants,New Retail,23229.1667,22734.38,494.7867,0.0,ford,Ford Puma Variants
9471,2021-12-29,5,bmw,BMW Series Models,Used Sale BFC Margin,17999.0,14050.0,3290.8333333,40959.0,bmw,BMW Series Models
9472,2021-12-15,2,ford,Ford Kuga Variants,New Retail,23754.17,23324.46,429.71,0.0,ford,Ford Kuga Variants
9475,2022-05-10,6,volkswagen,tiguan,Used PX Margin,20496.0,19300.0,996.6666666,29172.0,volkswagen,tiguan
9476,2021-12-15,3,ford,Ford Fiesta Variants,New Retail,17587.5,17059.88,527.62,0.0,ford,Ford Fiesta Variants
9477,2022-01-07,3,ford,Ford Fiesta Variants,Used PX Margin,16499.0,14000.0,2082.5,11177.0,ford,Ford Fiesta Variants
9478,2022-01-20,2,ford,Ford Fiesta Variants,Used PX Margin,7299.0,5100.0,1832.5,50495.0,ford,Ford Fiesta Variants
9479,2022-05-31,2,ford,Ford Focus Variants,Used PX Margin,17163.58,17610.9,-447.32,23191.0,ford,Ford Focus Variants
9480,2021-12-16,8,ford,mach-e,New Retail,38808.33,37808.33,1000.0,10.0,ford,mach-e
9484,2022-01-20,7,volkswagen,Volkswagen Golf Variants,Used PX Margin,2500.0,2400.0,83.3333333,139326.0,volkswagen,Volkswagen Golf Variants
9485,2021-12-11,5,volvo,v90,Used PX Margin,24699.0,22000.0,2249.1666666,20000.0,volvo,Other
9488,2022-02-10,6,bmw,BMW Series Models,Used Sale BFC Margin,14500.0,12800.0,1416.6666666,34000.0,bmw,BMW Series Models
9489,2022-01-31,6,peugeot,,Used PX Margin,21499.0,19600.0,1582.5,58124.0,peugeot,
9490,2022-01-17,4,ford,galaxy,Used Sale BFC Margin,33450.0,30000.0,2875.0,11881.0,ford,galaxy
9491,2022-03-14,6,ford,ecosport,Used PX Margin,14750.0,14000.0,625.0,10421.0,ford,ecosport
9492,2022-01-04,5,ford,Ford Transit Variants,Used Sale BFC CV VAT Q,20190.0,18000.0,2190.0,5667.0,ford,Ford Transit Variants
9493,2022-03-21,11,nissan,Nissan Qashqai Variants,Used PX Margin,15424.0,13856.13,1306.5583333,17730.0,nissan,Nissan Qashqai Variants
9494,2022-02-14,2,ford,Ford Transit Variants,Used Sale BFC CV VAT Q,19990.0,17800.0,2190.0,35679.0,ford,Ford Transit Variants
9495,2022-01-13,2,ford,Ford Ranger Variants,Used Sale BFC CV Margin,34490.0,30300.0,3491.6666666,3244.0,ford,Ford Ranger Variants
9496,2021-12-15,4,ford,Ford Focus Variants,New Retail,19795.83,19201.96,593.87,,ford,Ford Focus Variants
9497,2022-02-21,10,ford,Ford Ranger Variants,Used Sale BFC CV Margin,28990.0,25700.0,2741.6666666,33747.0,ford,Ford Ranger Variants
9498,2022-02-10,4,ford,Ford Focus Variants,Used PX Margin,18784.0,15991.8,2326.8333333,7466.0,ford,Ford Focus Variants
9500,2022-02-14,7,ford,Ford Kuga Variants,Used PX Margin,22999.0,20350.0,2207.5,19415.0,ford,Ford Kuga Variants
9502,2022-01-05,4,ford,s-max,Used Sale BFC Margin,28101.0,25000.0,2584.1666666,15835.0,ford,s-max
9503,2022-01-11,11,ford,Ford Transit Variants,Used Sale BFC CV VAT Q,14500.0,12150.0,2350.0,35538.0,ford,Ford Transit Variants
9505,2022-01-10,11,seat,tarraco,Used Sale BFC Margin,26499.0,24700.0,1499.1666666,6103.0,seat,Other
9507,2021-12-30,3,ford,Ford Kuga Variants,Used PX Margin,18999.0,14446.12,3794.0666666,22594.0,ford,Ford Kuga Variants
9508,2022-03-28,10,ford,ka+,Used PX Margin,8295.0,6800.0,1245.8333333,27181.0,ford,ka+
9510,2021-12-17,10,ford,ecosport,New Retail,17333.33,16813.33,520.0,0.0,ford,ecosport
9511,2021-12-17,10,ford,Ford Focus Variants,New Retail,20387.5,19775.88,611.62,0.0,ford,Ford Focus Variants
9512,2022-01-05,5,ford,Ford Transit Variants,New Retail CV,30970.0,27331.03,3638.97,,ford,Ford Transit Variants
9514,2021-12-15,5,ford,Ford Ranger Variants,New Retail CV,41450.0,37823.13,3626.87,,ford,Ford Ranger Variants
9515,2021-12-30,5,land rover,discovery,Used PX Margin,19250.0,14500.0,3958.3333333,73712.0,land rover,Other
9530,2022-01-13,11,ford,ecosport,Used Sale BFC Margin,15999.0,12000.0,3332.5,6114.0,ford,ecosport
9533,2021-12-16,11,ford,Ford Ranger Variants,New Retail CV,33825.0,32097.19,1727.81,,ford,Ford Ranger Variants
9534,2021-12-23,1,bmw,BMW Series Models,Used PX Margin,1825.0,1650.0,145.8333333,69500.0,bmw,BMW Series Models
9535,2022-01-08,3,ford,s-max,Used Sale BFC Margin,23499.0,19000.0,3749.1666666,49272.0,ford,s-max
9538,2022-02-17,11,ford,Ford Transit Variants,Used Sale BFC CV VAT Q,24990.0,23000.0,1990.0,20213.0,ford,Ford Transit Variants
9539,2022-01-17,8,citroen,c4 cactus,Used PX Margin,8848.0,6750.0,1748.3333333,35776.0,citroen,Other
9540,2021-12-16,4,ford,ford newtrade,New Trade,18377.46,18579.54,-202.08,,ford,ford newtrade
9548,2022-01-07,10,ford,Ford Fiesta Variants,Used PX Margin,9699.0,7450.0,1874.1666666,39670.0,ford,Ford Fiesta Variants
9549,2021-12-16,3,ford,mustang mach-e,New Retail,47458.33,46458.33,1000.0,,ford,mustang mach-e
9551,2022-01-12,1,vauxhall,vivaro,Used Sale BFC CV VAT Q,2950.0,3500.0,-550.0,212000.0,vauxhall,vivaro
9552,2022-01-12,1,ford,Ford Transit Variants,Used Sale BFC CV VAT Q,1325.0,1500.0,-175.0,200000.0,ford,Ford Transit Variants
9554,2021-12-17,4,ford,ford newtrade,New Trade,33375.0,33375.0,0.0,,ford,ford newtrade
9555,2022-02-14,10,ford,Ford Focus Variants,Used PX Margin,17000.0,14500.0,2083.3333333,54625.0,ford,Ford Focus Variants
9556,2021-12-20,1,ford,Ford Fiesta Variants,New Retail,19233.33,18656.33,577.0,0.0,ford,Ford Fiesta Variants
9559,2021-12-17,4,ford,ford newtrade,New Trade,15265.38,15265.38,0.0,,ford,ford newtrade
9560,2022-01-23,6,ford,Ford Focus Variants,Used Sale BFC Margin,13392.0,10200.0,2660.0,41002.0,ford,Ford Focus Variants
9561,2022-02-28,6,ford,Ford Ranger Variants,Used Sale BFC VAT Q,23749.0,22250.0,1499.0,37000.0,ford,Ford Ranger Variants
9562,2022-01-31,6,ford,Ford Focus Variants,Used Sale BFC Margin,19499.0,17009.0,2075.0,14811.0,ford,Ford Focus Variants
9563,2022-01-12,5,seat,ateca,Used Sale BFC Margin,22999.0,20700.0,1915.8333333,13667.0,seat,Other
9564,2022-03-24,4,ford,Ford Focus Variants,Used Sale BFC Margin,21899.0,19500.0,1999.1666666,2983.0,ford,Ford Focus Variants
9565,2022-01-20,4,ford,Ford Focus Variants,Used PX Margin,16899.0,13250.0,3040.8333333,27071.0,ford,Ford Focus Variants
9566,2022-03-07,2,ford,Ford Kuga Variants,Used Sale BFC VAT Q,24065.8333,23541.57,524.2633,3215.0,ford,Ford Kuga Variants
9569,2022-02-14,3,ford,Ford Focus Variants,Used PX Margin,26640.0,24000.0,2200.0,5883.0,ford,Ford Focus Variants
9570,2022-01-28,1,ford,c-max,Used PX Margin,6700.0,5800.0,750.0,41500.0,ford,c-max
9571,2022-01-04,3,ford,Ford Kuga Variants,Used Sale BFC Margin,22899.0,20500.0,1999.1666666,29363.0,ford,Ford Kuga Variants
9572,2022-01-14,10,ford,ecosport,Used PX Margin,15949.0,11500.0,3707.5,11364.0,ford,ecosport
9573,2022-01-10,10,ford,Ford Fiesta Variants,Used Sale BFC Margin,16499.0,15000.0,1249.1666666,10309.0,ford,Ford Fiesta Variants
9574,2021-12-29,5,kia,picanto,Used Sale BFC Margin,7999.0,6000.0,1665.8333333,14154.0,kia,Other
9576,2021-12-17,1,ford,Ford Puma Variants,New Retail,20445.83,20034.54,411.29,0.0,ford,Ford Puma Variants
9577,2021-12-22,11,ford,Ford Fiesta Variants,New Retail,18656.33,18656.33,0.0,0.0,ford,Ford Fiesta Variants
9578,2022-01-27,1,honda,jazz,Used PX Margin,400.0,350.0,41.6666666,98000.0,honda,Other
9579,2022-01-28,5,ford,tourneo custom,Used Sale BFC CV Margin,36990.0,35000.0,1658.3333333,18911.0,ford,tourneo custom
9580,2022-02-21,2,ford,Ford Focus Variants,Used Sale BFC Margin,26999.0,25000.0,1665.8333333,6944.0,ford,Ford Focus Variants
9581,2022-02-28,1,ford,Ford Transit Variants,Used PX VAT Q CV,30996.0,28800.0,2196.0,20390.0,ford,Ford Transit Variants
9582,2022-01-20,3,ford,Ford Focus Variants,Used PX Margin,9995.0,6950.0,2537.5,71108.0,ford,Ford Focus Variants
9583,2022-01-27,1,ford,Ford Fiesta Variants,Used PX Margin,1450.0,300.0,958.3333333,41000.0,ford,Ford Fiesta Variants
9584,2021-12-24,8,ford,mustang mach-e,New Retail,55995.83,54954.17,1041.66,10.0,ford,mustang mach-e
9585,2022-01-20,11,chrysler,grand voyager,Used PX Margin,3500.0,2800.0,583.3333333,132679.0,Other,Other
9586,2022-03-08,4,ford,Ford Fiesta Variants,Used Sale BFC Margin,16495.0,15400.0,912.5,18000.0,ford,Ford Fiesta Variants
9587,2022-01-20,3,peugeot,,Used PX Margin,1900.0,1000.0,750.0,67000.0,peugeot,
9588,2022-01-17,11,volkswagen,tiguan,Used Sale BFC Margin,29999.0,28200.0,1499.1666666,19052.0,volkswagen,tiguan
9589,2023-04-30,11,skoda,kodiaq,Used PX Margin,21500.0,25100.0,-3600.0,29676.0,skoda,Other
9590,2022-01-20,5,mercedes-benz,c class,Used PX Margin,5000.0,4000.0,833.3333333,107000.0,mercedes-benz,c class
9591,2021-12-29,2,ford,Ford Fiesta Variants,Used Sale BFC Margin,12174.0,10700.0,1228.3333333,46406.0,ford,Ford Fiesta Variants
9592,2022-03-28,2,ford,Ford Fiesta Variants,Used Sale BFC Margin,15479.0,14850.0,524.1666666,19439.0,ford,Ford Fiesta Variants
9593,2022-04-28,6,nissan,Nissan Qashqai Variants,Used PX Margin,7900.0,9025.0,-1125.0,45467.0,nissan,Nissan Qashqai Variants
9594,2022-03-09,8,ford,s-max,Used Sale BFC Margin,28425.0,26000.0,2020.8333333,24860.0,ford,s-max
9595,2022-01-27,6,ford,Ford Fiesta Variants,Used PX Margin,550.0,300.0,208.3333333,121092.0,ford,Ford Fiesta Variants
9598,2022-01-24,3,ford,Ford Mondeo Variants,Used PX Margin,6199.0,3750.0,2040.8333333,75979.0,ford,Ford Mondeo Variants
9601,2022-01-24,10,ford,Ford Focus Variants,New Retail,19766.88,19727.38,39.5,0.0,ford,Ford Focus Variants
9603,2021-12-20,4,ford,ford newtrade,New Trade,19775.88,19775.88,0.0,,ford,ford newtrade
9604,2022-01-27,11,peugeot,207 se 87,Used PX Margin,200.0,250.0,-50.0,110070.0,peugeot,Other
9605,2022-01-06,2,ford,Ford Ranger Variants,New Retail CV,33825.0,32097.19,1727.81,,ford,Ford Ranger Variants
9606,2022-01-07,6,audi,Audi A-Series Models,Used PX Margin,3800.0,3800.0,0.0,69236.0,audi,Audi A-Series Models
9607,2022-01-05,8,tesla,model 3,Used Sale BFC Margin,48699.0,45709.0,2491.6666666,10181.0,tesla,model 3
9608,2022-01-27,1,ford,Ford Focus Variants,Used PX Margin,1600.0,1900.0,-300.0,71334.0,ford,Ford Focus Variants
9610,2021-12-20,6,ford,ford newtrade,New Trade,18025.83,18025.83,0.0,,ford,ford newtrade
9611,2022-01-27,9,ford,Ford Focus Variants,Used PX Margin,600.0,200.0,333.3333333,157000.0,ford,Ford Focus Variants
9612,2021-12-31,2,ford,galaxy,Used Sale BFC Margin,31478.0,31098.0,316.6666666,1914.0,ford,galaxy
9613,2021-12-20,6,ford,Ford Focus Variants,New Retail,22087.71,22087.71,0.0,,ford,Ford Focus Variants
9615,2021-12-23,11,ford,Ford Fiesta Variants,New Retail,16170.71,16170.71,0.0,,ford,Ford Fiesta Variants
9617,2022-01-14,11,ford,Ford Fiesta Variants,New Retail,17920.83,17383.21,537.62,,ford,Ford Fiesta Variants
9618,2021-12-17,6,ford,ford newtrade,New Trade,26347.63,26347.63,0.0,,ford,ford newtrade
9621,2021-12-20,11,ford,Ford Puma Variants,New Retail,19862.5,19468.71,393.79,,ford,Ford Puma Variants
9622,2022-01-18,8,ford,Ford Focus Variants,Used Sale BFC Margin,12019.0,10000.0,1682.5,38689.0,ford,Ford Focus Variants
9623,2021-12-20,1,ford,Ford Focus Variants,New Retail,19795.83,19201.96,593.87,0.0,ford,Ford Focus Variants
9624,2021-12-31,2,ford,Ford Transit Variants,New Fleet,25845.0,22808.21,3036.79,,ford,Ford Transit Variants
9625,2021-12-20,5,ford,Ford Transit Variants,New Retail CV,30945.0,27308.96,3636.04,,ford,Ford Transit Variants
9626,2022-01-11,1,ford,Ford Fiesta Variants,Used PX Margin,13499.0,11450.0,1707.5,7000.0,ford,Ford Fiesta Variants
9627,2022-01-18,11,ford,Ford Fiesta Variants,New Retail,18775.0,18656.33,118.67,0.0,ford,Ford Fiesta Variants
9630,2022-02-28,8,volkswagen,Volkswagen Golf Variants,Used PX Margin,24400.0,24400.0,0.0,13094.0,volkswagen,Volkswagen Golf Variants
9631,2022-01-26,8,kia,sportage,Used Sale BFC Margin,24000.0,22200.0,1500.0,24278.0,kia,sportage
9634,2022-01-20,8,bmw,x1,Used PX Margin,6300.0,5400.0,750.0,104312.0,bmw,x1
9638,2021-12-20,5,ford,Ford Transit Variants,New Retail CV,30970.0,27331.03,3638.97,,ford,Ford Transit Variants
9639,2022-02-26,6,audi,q3,Used PX Margin,25424.0,24000.0,1186.6666666,33852.0,audi,Other
9640,2022-01-19,5,ford,Ford Ranger Variants,New Retail CV,33825.0,32097.19,1727.81,,ford,Ford Ranger Variants
9641,2021-12-20,10,ford,Ford Puma Variants,New Motabilitiy,20470.83,20058.79,412.04,,ford,Ford Puma Variants
9642,2022-01-21,6,ford,Ford Fiesta Variants,Used Sale BFC Margin,13808.76,12050.0,1465.6333333,,ford,Ford Fiesta Variants
9647,2021-12-21,1,ford,Ford Transit Variants,New Retail CV,34830.0,30737.47,4092.53,,ford,Ford Transit Variants
9648,2022-01-04,5,ford,Ford Transit Variants,New Retail CV,32400.0,28593.0,3807.0,,ford,Ford Transit Variants
9651,2022-02-11,10,ford,Ford Kuga Variants,Used PX Margin,15139.0,12538.58,2167.0166666,54676.0,ford,Ford Kuga Variants
9652,2021-12-20,5,ford,Ford Transit Variants,New Retail CV,21820.0,19692.55,2127.45,,ford,Ford Transit Variants
9653,2022-01-18,11,ford,Ford Puma Variants,New Retail,19862.5,19468.71,393.79,,ford,Ford Puma Variants
9654,2022-01-31,4,ford,Ford Mondeo Variants,Used Sale BFC Margin,30899.0,27250.0,3040.8333333,14042.0,ford,Ford Mondeo Variants
9656,2022-01-10,6,ford,Ford Kuga Variants,Used PX Margin,9799.0,7161.97,2197.525,70913.0,ford,Ford Kuga Variants
9657,2022-01-24,8,ford,edge,Used Sale BFC Margin,20299.0,18000.0,1915.8333333,50760.0,ford,edge
9658,2021-12-18,11,ford,Ford Puma Variants,New Motabilitiy,20470.83,20058.79,412.04,0.0,ford,Ford Puma Variants
9659,2022-01-17,10,ford,Ford Kuga Variants,New Retail,25162.5,25296.79,-134.29,0.0,ford,Ford Kuga Variants
9661,2021-12-23,6,ford,Ford Ranger Variants,New Retail CV,33825.01,32097.19,1727.82,,ford,Ford Ranger Variants
9663,2021-12-21,4,ford,ford newtrade,New Trade,22063.46,22063.46,0.0,,ford,ford newtrade
9664,2022-01-04,8,ford,b-max,Used Sale BFC Margin,7499.0,4999.0,2083.3333333,52962.0,ford,b-max
9665,2022-01-20,11,ford,Ford Puma Variants,New Retail,19862.5,19468.71,393.79,0.0,ford,Ford Puma Variants
9666,2021-12-21,4,ford,ford newtrade,New Trade,19856.71,20058.79,-202.08,,ford,ford newtrade
9667,2022-05-23,2,ford,Ford Ranger Variants,Used Sale BFC CV VAT Q,26950.0,26900.0,50.0,18352.0,ford,Ford Ranger Variants
9670,2021-12-21,4,ford,Ford Focus Variants,New Retail,19795.83,19201.96,593.87,0.0,ford,Ford Focus Variants
9671,2022-02-03,5,ford,Ford Ranger Variants,Used Sale BFC CV VAT Q,25000.0,22071.0,2929.0,31921.0,ford,Ford Ranger Variants
9672,2022-02-22,1,ford,Ford Transit Variants,Used PX VAT Q CV,16666.67,13600.0,3066.67,56354.0,ford,Ford Transit Variants
9673,2022-01-20,4,ford,Ford Focus Variants,Used PX Margin,1450.0,1250.0,166.6666666,117857.0,ford,Ford Focus Variants
9674,2021-12-21,5,ford,Ford Transit Variants,New Retail CV,34830.0,30737.47,4092.53,,ford,Ford Transit Variants
9675,2022-01-06,2,ford,Ford Transit Variants,New Retail CV,30095.0,26558.84,3536.16,,ford,Ford Transit Variants
9676,2021-12-21,4,ford,ford newtrade,New Trade,19856.71,20058.79,-202.08,,ford,ford newtrade
9677,2021-12-21,11,ford,ecosport,New Retail,18000.0,18025.83,-25.83,,ford,ecosport
9678,2022-01-30,9,bmw,BMW Series Models,Used PX Margin,3700.0,2750.0,791.6666666,104582.0,bmw,BMW Series Models
9679,2022-01-24,11,ford,Ford Fiesta Variants,Used PX Margin,15499.0,12000.0,2915.8333333,8636.0,ford,Ford Fiesta Variants
9681,2021-12-21,11,ford,Ford Puma Variants,New Retail,18945.83,18579.54,366.29,,ford,Ford Puma Variants
9682,2022-01-04,11,ford,Ford Focus Variants,New Retail,22170.83,21505.71,665.12,0.0,ford,Ford Focus Variants
9683,2022-01-31,4,ford,Ford Focus Variants,Used PX Margin,15999.0,13557.76,2034.3666666,5178.0,ford,Ford Focus Variants
9684,2021-12-22,11,ford,Ford Ranger Variants,New Retail CV,33075.0,30865.31,2209.69,,ford,Ford Ranger Variants
9685,2021-12-21,7,ford,Ford Puma Variants,New Retail,20470.83,20058.79,412.04,0.0,ford,Ford Puma Variants
9687,2022-01-14,3,ford,Ford Kuga Variants,Used PX Margin,16276.0,13750.0,2105.0,50863.0,ford,Ford Kuga Variants
9688,2022-01-05,7,ford,Ford Focus Variants,Used PX Margin,21427.0,16250.0,4314.1666666,10197.0,ford,Ford Focus Variants
9689,2021-12-22,7,ford,Ford Puma Variants,New Motabilitiy,19862.5,19468.71,393.79,0.0,ford,Ford Puma Variants
9690,2021-12-22,7,ford,Ford Puma Variants,New Motabilitiy,18945.83,18579.54,366.29,0.0,ford,Ford Puma Variants
9691,2021-12-21,3,ford,Ford Fiesta Variants,New Retail,17587.5,17059.88,527.62,0.0,ford,Ford Fiesta Variants
9692,2022-01-27,3,ford,Ford Fiesta Variants,Used PX Margin,4400.0,2500.0,1583.3333333,61025.0,ford,Ford Fiesta Variants
9693,2021-12-21,9,ford,Ford Puma Variants,New Motabilitiy,21362.5,20923.71,438.79,,ford,Ford Puma Variants
9694,2022-03-03,2,ford,Ford Ranger Variants,Used PX VAT Q CV,16990.0,15000.0,1990.0,73591.0,ford,Ford Ranger Variants
9695,2021-12-31,5,ford,Ford Transit Variants,New Retail CV,31695.0,27970.84,3724.16,,ford,Ford Transit Variants
9696,2021-12-21,9,ford,Ford Puma Variants,New Motabilitiy,18945.83,18579.54,366.29,0.0,ford,Ford Puma Variants
9697,2022-03-09,11,vauxhall,mokka x,Used PX Margin,12999.0,11150.0,1540.8333333,28000.0,vauxhall,mokka x
9698,2022-05-26,8,bmw,BMW Series Models,Used Sale BFC Margin,20180.15,21150.0,-969.85,18463.0,bmw,BMW Series Models
9699,2022-03-22,6,audi,Audi A-Series Models,Used Sale BFC Margin,25500.0,25000.0,416.6666666,23085.0,audi,Audi A-Series Models
9700,2022-04-07,6,mazda,cx-3,Used Sale BFC Margin,15999.0,16100.0,-101.0,27122.0,Other,Other
9701,2022-01-26,7,ford,Ford Mondeo Variants,Used Sale BFC Margin,15999.0,11500.0,3749.1666666,44491.0,ford,Ford Mondeo Variants
9702,2022-03-10,5,suzuki,vitara,Used Sale BFC Margin,18799.0,17200.0,1332.5,2036.0,Other,Other
9703,2022-03-07,9,ford,Ford Mondeo Variants,Used Sale BFC Margin,20999.0,19600.0,1165.8333333,11411.0,ford,Ford Mondeo Variants
9704,2022-01-18,4,ford,Ford Focus Variants,Used Sale BFC Margin,20296.0,18400.0,1580.0,24011.0,ford,Ford Focus Variants
9706,2022-01-21,11,ford,Ford Puma Variants,Used Sale BFC Margin,25499.0,21800.0,3082.5,213.0,ford,Ford Puma Variants
9707,2022-01-28,10,ford,Ford Puma Variants,Used Sale BFC Margin,22499.0,19900.0,2165.8333333,3814.0,ford,Ford Puma Variants
9708,2022-02-14,4,ford,ecosport,Used Sale BFC Margin,20999.0,18200.0,2332.5,1163.0,ford,ecosport
9710,2022-01-20,7,honda,cr-z,Used PX Margin,4650.0,5100.0,-450.0,54000.0,honda,Other
9711,2021-12-23,9,ford,Ford Puma Variants,New Retail,20445.83,20034.54,411.29,0.0,ford,Ford Puma Variants
9712,2022-01-27,9,hyundai,ix35,Used PX Margin,6150.0,3900.0,1875.0,75000.0,hyundai,Other
9717,2022-02-11,9,ford,s-max,Used PX Margin,18899.0,16000.0,2415.8333333,46364.0,ford,s-max
9718,2021-12-22,7,ford,Ford Puma Variants,New Retail,20679.17,20058.79,620.38,0.0,ford,Ford Puma Variants
9719,2022-01-26,3,ford,s-max,Used Sale BFC Margin,25999.0,23200.0,2332.5,19044.0,ford,s-max
9720,2022-01-25,6,ford,Ford Fiesta Variants,Used PX Margin,13300.0,10600.0,2250.0,23547.0,ford,Ford Fiesta Variants
9721,2021-12-22,7,ford,Ford Focus Variants,New Retail,19795.83,19201.96,593.87,0.0,ford,Ford Focus Variants
9722,2022-03-30,4,ford,Ford Focus Variants,Used Sale BFC Margin,13499.0,11300.0,1832.5,28173.0,ford,Ford Focus Variants
9723,2022-01-28,6,fiat,,Used PX Margin,11499.0,9800.0,1415.8333333,9148.0,fiat,
9724,2021-12-22,4,ford,Ford Focus Variants,New Retail,22770.83,22087.71,683.12,0.0,ford,Ford Focus Variants
9725,2021-12-22,4,ford,ford newtrade,New Trade,22532.29,22734.38,-202.09,,ford,ford newtrade
9726,2022-01-25,4,ford,Ford Focus Variants,Used PX Margin,19499.0,17271.0,1856.6666666,27639.0,ford,Ford Focus Variants
9727,2021-12-22,6,ford,Ford Kuga Variants,New Retail,30687.51,29766.88,920.63,,ford,Ford Kuga Variants
9728,2022-01-20,10,ford,Ford Kuga Variants,Used PX Margin,21715.0,19500.0,1845.8333333,12100.0,ford,Ford Kuga Variants
9729,2021-12-22,4,ford,ford newtrade,New Trade,22532.29,22734.38,-202.09,,ford,ford newtrade
9731,2022-01-21,1,ford,Ford Fiesta Variants,Used Sale BFC Margin,16812.17,15000.0,1510.1416666,6723.0,ford,Ford Fiesta Variants
9732,2022-01-05,2,ford,Ford Transit Variants,Used PX Margin CV,15915.0,13300.0,2179.1666666,34488.0,ford,Ford Transit Variants
9733,2022-03-18,6,seat,ateca,Used PX Margin,19424.0,18250.0,978.3333333,22200.0,seat,Other
9734,2022-01-20,11,nissan,x-trail,Used PX Margin,6900.0,6000.0,750.0,85827.0,nissan,x-trail
9735,2022-01-31,10,ford,galaxy,Used Sale BFC Margin,28695.0,26600.0,1745.8333333,20377.0,ford,galaxy
9736,2022-01-05,9,ford,Ford Focus Variants,Used PX Margin,11495.0,9300.0,1829.1666666,53443.0,ford,Ford Focus Variants
9737,2022-01-25,2,ford,Ford Transit Variants,Used Sale BFC CV VAT Q,15740.0,13500.0,2240.0,65194.0,ford,Ford Transit Variants
9739,2021-12-22,2,fiat,tipo,New Trade,16445.0,15934.43,510.57,5.0,fiat,Other
9740,2022-01-05,5,skoda,rapid spaceback,Used Sale BFC Margin,12549.0,10550.0,1665.8333333,21819.0,skoda,Other
9741,2022-01-31,11,vauxhall,grandland x,Used Sale BFC Margin,17999.0,16000.0,1665.8333333,10608.0,vauxhall,grandland x
9742,2021-12-22,1,ford,Ford Transit Variants,New Retail CV,31330.0,27648.72,3681.28,,ford,Ford Transit Variants
9743,2021-12-22,4,ford,ford newtrade,New Trade,19856.71,20058.79,-202.08,,ford,ford newtrade
9744,2021-12-22,4,ford,ford newtrade,New Trade,22532.29,22734.38,-202.09,,ford,ford newtrade
9745,2022-03-15,11,skoda,karoq,Used Sale BFC Margin,26799.0,25600.0,999.1666666,4146.0,skoda,Other
9746,2022-04-11,11,mini,hatchback,Used PX Margin,12924.0,11100.0,1520.0,40539.0,mini,hatchback
9747,2022-10-13,8,ford,Ford Fiesta Variants,Used PX Margin,13499.0,13000.0,415.8333333,9711.0,ford,Ford Fiesta Variants
9748,2022-02-11,6,ford,Ford Fiesta Variants,Used Sale BFC Margin,14750.0,13100.0,1375.0,20000.0,ford,Ford Fiesta Variants
9749,2022-01-20,5,hyundai,tucson,Used Sale BFC Margin,21749.0,19800.0,1624.1666666,13030.0,hyundai,tucson
9750,2022-01-31,9,ford,Ford Fiesta Variants,Used Sale BFC Margin,13195.0,11600.0,1329.1666666,21000.0,ford,Ford Fiesta Variants
9751,2022-01-05,5,ford,Ford Ranger Variants,New Retail CV,34325.0,32553.44,1771.56,,ford,Ford Ranger Variants
9752,2022-01-25,1,ford,Ford Mondeo Variants,Used Sale BFC VAT Q,13749.1667,12083.33,1665.8367,38198.0,ford,Ford Mondeo Variants
9753,2022-01-05,2,ford,Ford Ranger Variants,Used Sale BFC CV VAT Q,33490.0,32100.0,1390.0,200.0,ford,Ford Ranger Variants
9754,2021-12-29,3,ford,ka,Used Sale BFC Margin,5900.0,3500.0,2000.0,16401.0,ford,ka
9756,2022-01-27,6,volkswagen,Volkswagen Golf Variants,Used PX Margin,1500.0,1500.0,0.0,120123.0,volkswagen,Volkswagen Golf Variants
9757,2022-02-04,11,ford,Ford Transit Variants,Used Sale BFC CV VAT Q,22290.0,19800.0,2490.0,35969.0,ford,Ford Transit Variants
9758,2022-01-14,2,ford,Ford Focus Variants,Used PX Margin,5499.0,3000.0,2082.5,85240.0,ford,Ford Focus Variants
9759,2022-01-31,8,audi,Audi A-Series Models,Used PX Margin,0.01,0.01,0.0,33800.0,audi,Audi A-Series Models
9762,2022-01-20,8,mini,hatchback,Used PX Margin,1900.0,1900.0,0.0,76798.0,mini,hatchback
9763,2022-01-13,4,ford,Ford Puma Variants,New Retail,23437.5,22734.38,703.12,0.0,ford,Ford Puma Variants
9766,2021-12-22,9,ford,mach-e,New Retail,47458.33,46458.33,1000.0,,ford,mach-e
9767,2022-03-04,2,fiat,,Used Sale BFC Margin,12499.0,10500.0,1665.8333333,19981.0,fiat,
9768,2022-01-12,5,hyundai,i40,Used PX Margin,15449.0,12750.0,2249.1666666,24463.0,hyundai,Other
9769,2021-12-29,4,ford,Ford Focus Variants,Used PX Margin,10899.0,8600.0,1915.8333333,43621.0,ford,Ford Focus Variants
9770,2022-01-28,7,ford,Ford Focus Variants,Used PX Margin,18999.0,15700.0,2749.1666666,39500.0,ford,Ford Focus Variants
9771,2022-01-31,8,volkswagen,touran,Used PX Margin,2400.0,1500.0,750.0,117874.0,volkswagen,Other
9772,2022-01-18,8,seat,leon,Used Sale BFC Margin,18529.0,16785.0,1453.3333333,30393.0,seat,leon
